id,author,conference,mdate,title,year
2742789,"Boualem Benatallah,Fabio Casati,Halvard Skogsrud,Manh Q. Dinh",VLDB,17-09-12,Trust-Serv: A Lightweight Trust Negotiation Service.,2004
2742801,"Andreas Neumann 0001,Eugene J. Shekita,Jason Y. Zien,Marcus Fontoura,Sridhar Rajagopalan",VLDB,13-07-16,High Performance Index Build Algorithms for Intranet Search Engines.,2004
2742806,"Fang Du,Juliana Freire,Sihem Amer-Yahia",VLDB,17-09-12,ShreX: Managing XML Documents in Relational Databases.,2004
2742808,"Chen Li 0001,Xiaochun Yang 0001",VLDB,11-12-17,Secure XML Publishing without Information Leakage in the Presence of Data Inference.,2004
2742815,"Anurag Maskey,Arvind Arasu,David Maier 0001,Eduardo F. Galvez,Esther Ryvkina,Michael Stonebraker,Mitch Cherniack,Richard Tibbetts",VLDB,05-11-17,Linear Road: A Stream Data Management Benchmark.,2004
2742853,"Chulyun Kim,Kyuseok Shim,Sudipto Guha",VLDB,17-09-12,XWAVE: Approximate Extended Wavelets for Streaming Data.,2004
2742857,"Anastassia Ailamaki,Gregory R. Ganger,Jiri Schindler,Minglong Shao,Steven W. Schlosser",VLDB,17-09-12,Clotho: Decoupling memory page layout from storage organization.,2004
2742878,"Amit P. Sheth,Boanerges Aleman-Meza,Christian Halaschek-Wiener,Ismailcem Budak Arpinar",VLDB,17-09-12,Discovering and Ranking Semantic Associations over a Large RDF Metabase.,2004
2742879,"Gerhard Weikum,Martin Theobald,Ralf Schenkel",VLDB,17-09-12,Top-k Query Evaluation with Probabilistic Guarantees.,2004
2742897,"Blaine French,Roger MacNicol",VLDB,17-09-12,Sybase IQ Multiplex - Designed For Analytics.,2004
2742914,"Elke A. Rundensteiner,Hong Su,Murali Mani",VLDB,17-09-12,Semantic Query Optimization in an Automata-Algebra Combined XQuery Engine over XML Streams.,2004
2742926,"Andrei Lopatenko,Enrico Franconi,Gabriel M. Kuper,Ilya Zaihrayeu",VLDB,17-09-12,Queries and Updates in the coDB Peer to Peer Database System.,2004
2742938,"Beng Chin Ooi,Kian-Lee Tan,Nick Koudas,Rui Zhang 0003",VLDB,17-09-12,Approximate NN queries on Streams with Guaranteed Error/performance Bounds.,2004
2742966,"Jeffrey Scott Vitter,Rahul Shah,Reynold Cheng,Sunil Prabhakar,Yuni Xia",VLDB,17-09-12,Efficient Indexing Methods for Probabilistic Threshold Queries over Uncertain Data.,2004
2742970,"Gideon Schaller,Istvan Cseri,Leo Giakoumakis,Oliver Seeliger,Shankar Pal,Vasili Vasili Zolotov",VLDB,17-09-12,Indexing XML Data Stored in a Relational Database.,2004
2743003,"Mariano P. Consens,Ricardo A. Baeza-Yates",VLDB,17-09-12,The Continued Saga of DB-IR Integration.,2004
2743013,"Jens Teubner,Maurice van Keulen,Sabine Mayer,Torsten Grust",VLDB,17-09-12,An Injection of Tree Awareness: Adding Staircase Join to PostgreSQL.,2004
2743030,"Jayant R. Haritsa,Parag Sarda",VLDB,17-09-12,Green Query Optimization: Taming Query Optimization Overheads through Plan Recycling.,2004
2743041,Alon Y. Halevy,VLDB,17-09-12,"Structures, Semantics and Statistics.",2004
2743077,"Arunprasad P. Marathe,Lubor Kollár,Manoj Syamala,Sanjay Agrawal,Surajit Chaudhuri,Vivek R. Narasayya",VLDB,17-09-12,Database Tuning Advisor for Microsoft SQL Server 2005.,2004
2743079,"Michael J. Franklin,Sirish Chandrasekaran",VLDB,17-09-12,Remembrance of Streams Past: Overload-Sensitive Management of Archived Streams.,2004
2743093,"Arvind Arasu,Jennifer Widom",VLDB,17-09-12,Resource Sharing in Continuous Sliding-Window Aggregates.,2004
2743098,"Anand Manikutty,James W. Warner,Muralidhar Krishnaprasad,Susan Kotsovolos,Vikas Arora,Zhen Hua Liu",VLDB,17-09-12,Query Rewrite for XML in Oracle XML DB.,2004
2743111,"Benoît Dageville,Dinesh Das,Karl Dias,Khaled Yagoub,Mohamed Zaït,Mohamed Ziauddin",VLDB,17-09-12,Automatic SQL Tuning in Oracle 10g.,2004
2743116,"Andrey Balmin,Vagelis Hristidis,Yannis Papakonstantinou",VLDB,17-09-12,ObjectRank: Authority-Based Keyword Search in Databases.,2004
2743120,"Mahathi S. Mahabhashyam,Pavan Kumar C. Singitham,Prabhakar Raghavan",VLDB,17-09-12,Efficiency-Quality Tradeoffs for Vector Score Aggregation.,2004
2743122,"Alon Y. Halevy,Igor Tatarinov,Xin Dong 0001",VLDB,04-03-13,Containment of Nested XML Queries.,2004
2743157,"Beng Chin Ooi,Christian S. Jensen,Dan Lin 0001",VLDB,14-11-17,Query and Update Efficient B+-Tree Based Indexing of Moving Objects.,2004
2743196,"François Dang Ngoc,Luc Bouganim,Philippe Pucheral",VLDB,17-09-12,Client-Based Access Control Management for XML documents.,2004
2743214,"Jignesh M. Patel,Richard A. Hankins,Sandeep Tata",VLDB,17-09-12,Practical Suffix Tree Construction.,2004
2743229,"Hans-Peter Kriegel,Martin Ester,Matthias Schubert",VLDB,17-09-12,Accurate and Efficient Crawling for Relevant Websites.,2004
2743236,"Daniel Kifer,Johannes Gehrke,Shai Ben-David",VLDB,17-09-12,Detecting Change in Data Streams.,2004
2743285,"Amit Marathe,Divesh Srivastava,Nick Koudas",VLDB,17-09-12,Flexible String Matching Against Large Databases in Practice.,2004
2743292,Joseph M. Hellerstein,VLDB,17-09-12,Architectures and Algorithms for Internet-Scale (P2P) Data Management.,2004
2743324,"Keishi Tajima,Yoshiki Fukui",VLDB,17-09-12,Answering XPath Queries over Networks by Sending Minimal Views.,2004
2743344,"Bill Howe,David Maier 0001",VLDB,05-11-17,Algebraic Manipulation of Scientific Datasets.,2004
2743356,"Andreas Behm,Richard Swagerman,Serge Rielau",VLDB,17-09-12,Returning Modified Rows - SELECT Statements with Side Effects.,2004
2743389,"Rim Moussa,Thomas J. E. Schwarz,Witold Litwin",VLDB,17-09-12,LH*RS: A Highly Available Distributed Data Storage.,2004
2743412,"Carles Farré,Carlos Beltrán,David Gañán,Ernest Teniente,Toni Urpí",VLDB,17-09-12,SVT: Schema Validation Tool for Microsoft SQL-Server.,2004
2743422,"Abhinandan Das,Minos N. Garofalakis,Rajeev Rastogi,Sumit Ganguly",VLDB,17-09-12,Distributed Set Expression Cardinality Estimation.,2004
2743462,"Hector Garcia-Molina,Mayank Bawa,Prasanna Ganesan",VLDB,17-09-12,Online Balancing of Range-Partitioned Data with Applications to Peer-to-Peer Systems.,2004
2743500,"Dilys Thomas,Gagan Aggarwal,Hector Garcia-Molina,Jennifer Widom,Krishnaram Kenthapadi,Mayank Bawa,Nina Mishra,Prasanna Ganesan,Rajeev Motwani,Utkarsh Srivastava,Ying Xu 0002",VLDB,17-09-12,Vision Paper: Enabling Privacy for the Paranoids.,2004
2743526,David Campbell,VLDB,17-09-12,Production Database Systems: Making Them Easy is Hard Work.,2004
2743533,"Ted Sharpe,Toby Bloom",VLDB,17-09-12,Managing Data from High-Throughput Genomic Processing: A Case Study.,2004
2743552,"Anthony K. H. Tung,Beng Chin Ooi,Gao Cong,Kian-Lee Tan,Xin Xu",VLDB,17-09-12,Semantic Mining and Analysis of Gene Expression Data.,2004
2743584,"Ashraf Aboulnaga,Ihab F. Ilyas,Paul G. Brown,Peter J. Haas,Volker Markl",VLDB,17-09-12,CORDS: Automatic Generation of Correlation Statistics in DB2.,2004
2743594,William O'Connell,VLDB,17-09-12,Trends in Data Warehousing: A Practitioner's View.,2004
2743600,"Ashraf Aboulnaga,Guy M. Lohman,Ivan Popivanov,Peter J. Haas,Sam Lightstone,Vijayshankar Raman,Volker Markl",VLDB,17-09-12,Automated Statistics Collection in DB2 UDB.,2004
2743611,"Dan Suciu,Nilesh N. Dalvi",VLDB,17-09-12,Efficient Query Evaluation on Probabilistic Databases.,2004
2743622,"Amit Marathe,Divesh Srivastava,Nick Koudas,Sudipto Guha",VLDB,17-09-12,Merging the Results of Approximate Match Operations.,2004
2743633,"Andreas Thor,Erhard Rahm",VLDB,17-09-12,AWESOME - A Data Warehouse-based System for Adaptive Website Recommendations.,2004
2743717,"Frederick H. Lochovsky,Ji-Rong Wen,Jiying Wang,Wei-Ying Ma",VLDB,17-09-12,Instance-based Schema Matching for Web Databases by Domain-specific Query Probing.,2004
2743789,"David E. Simmen,Guy M. Lohman,Hamid Pirahesh,Vijayshankar Raman,Volker Markl",VLDB,17-09-12,Progressive Optimization in Action.,2004
2743821,"Julia Stoyanovich,Kenneth A. Ross",VLDB,17-09-12,Symmetric Relations and Cardinality-Bounded Multisets in Database Systems.,2004
2743823,"Bijit Hore,Gene Tsudik,Sharad Mehrotra",VLDB,17-09-12,A Privacy-Preserving Index for Range Queries.,2004
2743842,"Haifeng Jiang,Hongjun Lu,Jeffrey Xu Yu,Wei Wang 0011",VLDB,17-09-12,Bloom Histogram: Path Selectivity Estimation for XML Data with Updates.,2004
2743875,"Andrew Witkowski,Ramesh Bhashyam,Surajit Chaudhuri,William O'Connell",VLDB,17-09-12,Where is Business Intelligence taking today's Database Systems?,2004
2743930,"Bernhard Stegmaier,Christoph Koch 0001,Nicole Schweikardt,Stefanie Scherzinger",VLDB,03-03-16,Schema-based Scheduling of Event Processors and Buffer Minimization for Queries on Structured Data Streams.,2004
2743931,"Anastassia Ailamaki,Stavros Harizopoulos",VLDB,17-09-12,STEPS towards Cache-resident Transaction Processing.,2004
2743944,"Evan W. Steeg,H. V. Jagadish,Mike Tyers,Susan B. Davidson,Thodoros Topaloglou,Victor M. Markowitz",VLDB,17-09-12,"Biological Data Management: Research, Practice and Opportunities.",2004
2743950,"Bhuvan Bamba,Sougata Mukherjea",VLDB,17-09-12,BioPatentMiner: An Information Retrieval System for BioMedical Patents.,2004
2743972,"Garrett Jacobson,Joseph M. Hellerstein,Michael J. Franklin,Sailesh Krishnamurthy",VLDB,17-09-12,The Case for Precision Sharing.,2004
2744032,"Amol Deshpande,Joseph M. Hellerstein",VLDB,17-09-12,Lifting the Burden of History from Adaptive Query Processing.,2004
2744068,"Carlo Zaniolo,Haixun Wang,Yan-Nei Law",VLDB,17-09-12,Query Languages and Data Models for Database Sequences and Data Streams.,2004
2744070,"Deepavali Bhagwat,Gaurav Vijayvargiya,Laura Chiticariu,Wang Chiew Tan",VLDB,17-09-12,An Annotation Management System for Relational Databases.,2004
2744073,"Hector Garcia-Molina,Jan O. Pedersen,Zoltán Gyöngyi",VLDB,17-09-12,Combating Web Spam with TrustRank.,2004
2744085,"Albert A. Rizzo,Bahareh Navai,Cyrus Shahabi,Farid Parvini,Mehdi Sharifzadeh",VLDB,17-09-12,AIDA: an Adaptive Immersive Data Analyzer.,2004
2744104,"Ulrich Güntzer,Wolf-Tilo Balke",VLDB,17-09-12,Multi-objective Query Processing for Database Systems.,2004
2744123,"Arek Kasprzyk,Byron Choi,Wenfei Fan,Xibei Jia",VLDB,17-09-12,A Uniform System for Publishing and Maintaining XML Data.,2004
2744136,"Chee Yong Chan,Wenfei Fan,Yiming Zeng",VLDB,17-09-12,Taming XPath Queries by Minimizing Wildcard Steps.,2004
2744149,"Jeffrey F. Naughton,Raghav Kaushik,Rajasekar Krishnamurthy",VLDB,17-09-12,Efficient XML-to-SQL Query Translation: Where to Add the Intelligence?,2004
2744196,"Alin Deutsch,Yannis Papakonstantinou,Yu Xu",VLDB,17-09-12,The NEXT Logical Framework for XQuery.,2004
2744208,"Andrey Balmin,Fatma Özcan,Hamid Pirahesh,Kevin S. Beyer,Roberta Cochrane",VLDB,17-09-12,A Framework for Using Materialized XPath Views in XML Query Processing.,2004
2744230,"Christof Bornhövd,Joachim Schaper,Stephan Haller,Tao Lin",VLDB,17-09-12,Integrating Automatic Data Acquisition with Business Processes - Experiences with SAP's Auto-ID Infrastructure.,2004
2744237,Wei Fan 0001,VLDB,12-06-18,StreamMiner: A Classifier Ensemble-based Engine to Mine Concept-drifting Data Streams.,2004
2744251,"Arie Shoshani,Ekow J. Otoo,Kesheng Wu",VLDB,17-09-12,On the performance of bitmap indices for high cardinality attributes.,2004
2744280,"Ari Mozes,Wei Li",VLDB,17-09-12,Computing Frequent Itemsets Inside Oracle 10G.,2004
2744308,"Henrike Berthold,Sven Schmidt,Wolfgang Lehner",VLDB,17-09-12,QStream: Deterministic Querying of Data Streams.,2004
2744309,"Agnieszka Rutkowska,Boualem Benatallah,Bryan Harianto,Christophe Rey,Farouk Toumani,Hye-Young Paik,Karim Baïna",VLDB,17-09-12,"WS-CatalogNet: An Infrastructure for Creating, Peering, and Querying e-Catalog Communities.",2004
2744329,"Jens Teubner,Sherif Sakr,Torsten Grust",VLDB,17-09-12,XQuery on SQL Hosts.,2004
2744331,"Cemil Alper,Ediz Saykol,Mehmet Emin Dönderler,Ugur Güdükbay,Özgür Ulusoy",VLDB,17-09-12,BilVideo Video Database Management System.,2004
2744333,"Sanjay E. Sarma,Sridhar Ramachandran,Sudarshan S. Chawathe,Venkat Krishnamurthy",VLDB,08-04-16,Managing RFID Data.,2004
2744387,"Anil Edakkunni,Eugene Wu 0002,Frederick Reiss,Michael J. Franklin,Owen Cooper,Sailesh Krishnamurthy,Shariq Rizvi,Shawn R. Jeffery,Wei Hong 0001",VLDB,19-10-17,HiFi: A Unified Architecture for High Fan-in Systems.,2004
2744388,David Yach,VLDB,17-09-12,Databases in a Wireless World.,2004
2744405,"Christian Zimmer 0001,Gerhard Weikum,Jens Graupmann,Martin Theobald,Matthias Bender 0001,Michael Biwer,Patrick Zimmer",VLDB,16-07-18,"COMPASS: A Concept-based Web Search Engine for HTML, XML, and Deep Web Data.",2004
2744421,"Bernhard Stegmaier,Christoph Koch 0001,Nicole Schweikardt,Stefanie Scherzinger",VLDB,03-03-16,FluXQuery: An Optimizing XQuery Processor for Streaming XML Data.,2004
2744444,"Guido Moerkotte,Thomas Neumann 0001",VLDB,19-12-12,A Combined Framework for Grouping and Order Optimization.,2004
2744446,Anastassia Ailamaki,VLDB,17-09-12,Database Architecture for New Hardware.,2004
2744449,"Eugene Inseok Chong,George Eadon,Jagannathan Srinivasan,Souripriya Das",VLDB,17-09-12,Supporting Ontology-Based Semantic matching in RDBMS.,2004
2744478,"Hai H. Wang,Ji Zhang,Meng Lou,Tok Wang Ling",VLDB,17-09-12,HOS-Miner: A System for Detecting Outlying Subspaces of High-dimensional Data.,2004
2744485,Goetz Graefe,VLDB,17-09-12,Write-Optimized B-Trees.,2004
2744538,"Evimaria Terzi,Floris Geerts,Heikki Mannila",VLDB,17-09-12,Relational link-based ranking.,2004
2744559,"Jennifer Widom,Utkarsh Srivastava",VLDB,17-09-12,Memory-Limited Execution of Windowed Stream Joins.,2004
2744611,"Benoît Dageville,Guy M. Lohman,Surajit Chaudhuri",VLDB,17-09-12,Self-Managing Technology in Database Management Systems.,2004
2744629,"Donna M. Nystrom,Eamonn J. Keogh,Jeffrey P. Lankford,Jessica Lin 0001,Stefano Lonardi",VLDB,17-09-12,VizTree: a Tool for Visually Mining and Monitoring Massive Time Series Databases.,2004
2744641,"John M. Stephens,Meikel Poess",VLDB,17-09-12,Generating Thousand Benchmark Queries in Seconds.,2004
2744661,"Christopher Olston,Kedar Dhamdhere,Sandeep Pandey",VLDB,17-09-12,WIC: A General-Purpose Algorithm for Monitoring Web Information Sources.,2004
2744723,"Dimitris Papadias,Xiang Lian,Yufei Tao",VLDB,17-09-12,Reverse kNN Search in Arbitrary Dimensionality.,2004
2744738,"Bishwaranjan Bhattacharjee,Sam Lightstone",VLDB,08-04-16,Automated design of multidimensional clustering tables for relational databases.,2004
2744791,"Michael J. Franklin,Shariq Rizvi,Yanlei Diao",VLDB,17-09-12,Towards an Internet-Scale XML Dissemination Service.,2004
2744808,"Aidong Zhang,Daxin Jiang,Jian Pei",VLDB,17-09-12,GPX: Interactive Mining of Gene Expression Data.,2004
2744823,"Chinya V. Ravishankar,Shanzhong Zhu",VLDB,17-09-12,"Stochastic Consistency, and Scalable Pull-Based Caching for Erratic Data Sources.",2004
2744868,"Aditya Phatak,Mushtaq Ahmed,Rakesh Nagarajan",VLDB,17-09-12,Database Challenges in the Integration of Biomedical Data Sets.,2004
2744898,"Bradford Pielech,Elke A. Rundensteiner,Luping Ding,Nishant K. Mehta,Timothy M. Sutherland,Yali Zhu",VLDB,22-02-13,CAPE: Continuous Query Engine with Heterogeneous-Grained Adaptivity.,2004
2744915,"Catriel Beeri,Eliyahu Safra,Yaron Kanza,Yehoshua Sagiv",VLDB,17-09-12,Object Fusion in Geographic Information Systems.,2004
2744923,"Haifeng Liu,Hans-Arno Jacobsen",VLDB,17-09-12,A-ToPSS: A Publish/Subscribe System Supporting Imperfect Information Processing.,2004
2744929,"Christian S. Collberg,Richard T. Snodgrass,Shilong (Stanley) Yao",VLDB,17-09-12,Tamper Detection in Audit Logs.,2004
2744939,"Alon Y. Halevy,Ema Nemes,Jayant Madhavan,Jun Zhang,Xin Dong 0001",VLDB,04-03-13,Simlarity Search for Web Services.,2004
2745026,"Cong Yu 0001,H. V. Jagadish,Yunyao Li 0001",VLDB,29-06-18,Schema-Free XQuery.,2004
2745032,"Boon Thau Loo,Ion Stoica,Joseph M. Hellerstein,Ryan Huebsch,Scott Shenker",VLDB,17-09-12,Enhancing P2P File-Sharing with an Internet-Scale Query Processor.,2004
2745044,"Hans-Arno Jacobsen,Zhengdao Xu",VLDB,17-09-12,Efficient Constraint Processing for Highly Personalized Location Based Services.,2004
2745083,"Aoying Zhou,Hongjun Lu,Jeffrey Xu Yu,Zhihong Chong",VLDB,17-09-12,False Positive or False Negative: Mining Frequent Itemsets from High Speed Transactional Data Streams.,2004
2745111,"Niels Nes,Peter A. Boncz,Stefan Manegold",VLDB,17-09-12,Cache-Conscious Radix-Decluster Projections.,2004
2745122,"Hector Gonzalez,Jiawei Han 0001,Xiaolei Li",VLDB,05-06-17,High-Dimensional OLAP: A Minimal Cubing Approach.,2004
2745129,"David S. Johnson,Jatin Chhugani,Shankar Krishnan,Subodh Kumar,Suresh Venkatasubramanian",VLDB,17-09-12,Compressing Large Boolean Matrices using Reordering Techniques.,2004
2745173,"Gautam Das 0001,Gerhard Weikum,Surajit Chaudhuri,Vagelis Hristidis",VLDB,22-05-18,Probabilistic Ranking of Database Query Results.,2004
2745199,"Conor Cunningham,César A. Galindo-Legaria,Goetz Graefe",VLDB,17-09-12,PIVOT and UNPIVOT: Optimization and Execution Strategies in an RDBMS.,2004
2745205,"David J. DeWitt,Yuan Wang",VLDB,17-09-12,Computing PageRank in a Distributed Internet Search Engine System.,2004
2745210,"Christos Faloutsos,Jerry Kiernan,Rakesh Agrawal 0001,Ralf Rantzau,Ramakrishnan Srikant,Roberto J. Bayardo Jr.",VLDB,07-11-17,Auditing Compliance with a Hippocratic Database.,2004
2745214,"Cyrus Shahabi,Mohammad R. Kolahdouzan",VLDB,17-09-12,Voronoi-Based K Nearest Neighbor Search for Spatial Network Databases.,2004
2745218,"Nick Roussopoulos,Yannis Sismanis",VLDB,17-09-12,The Complexity of Fully Materialized Coalesced Cubes.,2004
2745223,"Lei Chen 0002,Raymond T. Ng",VLDB,17-09-12,On The Marriage of Lp-norms and Edit Distance.,2004
2745230,"Daniel J. Abadi,Jörg Schuler,Samuel Madden,Wolfgang Lindner 0001",VLDB,05-08-18,An Integration Framework for Sensor Networks and Data Stream Management Systems.,2004
2745247,"Holger Schwarz,Tobias Kraft",VLDB,17-09-12,CHICAGO: A Test and Evaluation Environment for Coarse-Grained Optimization.,2004
2745272,"Anastasios Kementsietsidis,Marcelo Arenas",VLDB,17-09-12,Data Sharing Through Query Translation in Autonomous Sources.,2004
2745277,"Jungchul Woo,Kyuseok Shim,Sudipto Guha",VLDB,17-09-12,REHIST: Relative Error Histogram Construction Algorithms.,2004
2745301,"David T. Liu,Michael J. Franklin",VLDB,17-09-12,The Design of GridDB: A Data-Centric Overlay for the Scientific Grid.,2004
2745312,"Mikhail J. Atallah,Radu Sion,Sunil Prabhakar",VLDB,17-09-12,Resilient Rights Protection for Sensor Streams.,2004
2745316,"David J. DeWitt,Kristen LeFevre,Raghu Ramakrishnan,Rakesh Agrawal 0001,Vuk Ercegovac,Yirong Xu",VLDB,07-11-17,Limiting Disclosure in Hippocratic Databases.,2004
2745337,"Amol Deshpande,Carlos Guestrin,Joseph M. Hellerstein,Samuel Madden,Wei Hong 0001",VLDB,19-10-17,Model-Driven Data Acquisition in Sensor Networks.,2004
2745349,"Changbin Song,Sang Kyun Cha",VLDB,17-09-12,P*TIME: Highly Scalable OLTP DBMS for Managing Update-Intensive Stream Workload.,2004
2745350,"Ugur Çetintemel,Yanif Ahmad",VLDB,17-09-12,Networked Query Processing for Distributed Stream-Based Applications.,2004
2745375,"Alberto O. Mendelzon,Alejandro A. Vaisman,Flavio Rizzolo",VLDB,17-09-12,Indexing Temporal XML Documents.,2004
2745380,"Giansalvatore Mecca,Paolo Merialdo,Paolo Missier,Valter Crescenzi",VLDB,17-09-12,An Automatic Data Grabber for Large Web Sites.,2004
2742545,"Can Türker,Fuat Akal,Hans-Jörg Schek,Lourens Veen,Torsten Grabs,Yuri Breitbart",VLDB,20-02-18,Fine-Grained Replication and Scheduling with Freshness and Correctness Guarantees.,2005
2742549,"Bee-Chung Chen,Lei Chen 0003,Raghu Ramakrishnan,Yi Lin",VLDB,20-02-18,Prediction Cubes.,2005
2742552,"Hrishikesh Karambelkar,Rushi Desai,S. Sudarshan 0001,Shashank Pandit,Soumen Chakrabarti,Varun Kacholia",VLDB,20-02-18,Bidirectional Expansion For Keyword Search on Graph Databases.,2005
2742554,"Ankit Garg,Lee-Ming Zen,Michael Kassoff,Michael R. Genesereth",VLDB,20-02-18,PrediCalc: A Logical Spreadsheet Management System.,2005
2742565,"Graham Cormode,Irina Rozenbaum,S. Muthukrishnan",VLDB,20-02-18,Summarizing and Mining Inverse Distributions on Data Streams via Dynamic Inverse Sampling.,2005
2742569,Charu C. Aggarwal,VLDB,20-02-18,On k-Anonymity and the Curse of Dimensionality.,2005
2742574,"Andreas Heuer 0001,Christian S. Jensen,David J. DeWitt,Holger Meyer 0001,Jennifer Widom,Kyu-Young Whang,M. Tamer Özsu,Philip A. Bernstein,Richard T. Snodgrass,Zachary G. Ives",VLDB,20-02-18,Database Publication Practices.,2005
2742606,"Jeffrey Scott Vitter,Lipyeow Lim,Min Wang 0001",VLDB,22-02-18,CXHist : An On-line Classification-Based Histogram for XML String Selectivity Estimation.,2005
2742607,"Daniela Berardi,Diego Calvanese,Giuseppe De Giacomo,Massimo Mecella,Richard Hull 0001",VLDB,20-02-18,Automatic Composition of Transition-based Semantic Web Services with Messaging.,2005
2742638,"Amarnath Gupta,Li Chen,M. Erdem Kurul",VLDB,20-02-18,Stack-based Algorithms for Pattern Matching on DAGs.,2005
2742652,"Johann Gamper,Michael H. Böhlen,Nikolaus Augsten",VLDB,20-02-18,Approximate Matching of Hierarchical Data Using pq-Grams.,2005
2742675,"Anastassia Ailamaki,Christopher B. Colohan,J. Gregory Steffan,Todd C. Mowry",VLDB,20-02-18,Optimistic Intra-Transaction Parallelism on Chip Multiprocessors.,2005
2742682,"Bhushan Mandhani,Dan Suciu",VLDB,20-02-18,Query Caching and View Selection for XML Databases.,2005
2742683,"David J. DeWitt,Raghu Ramakrishnan,Vuk Ercegovac",VLDB,20-02-18,The TEXTURE Benchmark: Measuring Performance of Text Queries on a Relational DBMS.,2005
2742725,"Chen Li 0001,Liang Jin",VLDB,20-02-18,Selectivity Estimation for Fuzzy String Predicates in Large Data Sets.,2005
2742732,"Sebastian Schär,Sven Schmidt,Thomas Legler,Wolfgang Lehner",VLDB,20-02-18,Robust Real-time Query Processing with QStream.,2005
2742745,"Andrew Tomkins,D. Sivakumar,Jasmine Novak,Phokion G. Kolaitis,Ravi Kumar 0001,Ronald Fagin",VLDB,20-02-18,Efficient Implementation of Large-Scale Multi-Structural Databases.,2005
2742760,"George Kollios,Marios Hadjieleftheriou,Petko Bakalov,Vassilis J. Tsotras",VLDB,20-02-18,Complex Spatio-Temporal Pattern Queries.,2005
2742762,"Chao Yao,Sushil Jajodia,Xiaoyang Sean Wang",VLDB,20-02-18,Checking for k-Anonymity Violation by Views.,2005
2742765,"Ernest Szeto,Frank Korzeniewski,Krishna Palaniappan,Natalia Ivanova,Nikos Kyrpides,Victor M. Markowitz",VLDB,20-02-18,The Integrated Microbial Genomes (IMG) System: A Case Study in Biological Data Management.,2005
2742775,"Jonas Oreland,Mikael Ronström",VLDB,20-02-18,Recovery Principles in MySQL Cluster 5.1.,2005
2742870,"Andreas Meier 0001,Martin Albrecht,Miltiadis Sarakinos,Nicolas Werro",VLDB,20-02-18,Using a Fuzzy Classification Query Language for Customer Relationship Management.,2005
2742874,"Abhinav Gupta,Andrew Witkowski,Lei Sheng,Nathan Folkert,Sankar Subramanian,Shrikanth Shankar,Srikanth Bellamkonda,Tolga Bozkaya",VLDB,20-02-18,Optimizing Refresh of a Set of Materialized Views.,2005
2742891,"Dan Suciu,Nilesh N. Dalvi",VLDB,20-02-18,Answering Queries from Statistics and Probabilistic Views.,2005
2742895,"Bongki Moon,Joonho Kwon,Praveen Rao,Sukho Lee",VLDB,20-02-18,FiST: Scalable XML Document Filtering by Sequencing Twig Patterns.,2005
